District_code,District_name,Learning_Modality,Operational_Schools,Student_Count,City,State,ZIP_Code
2905700,BRADLEYVILLE R-I,In Person,2,227,Bradleyville,MO,65614
2905760,BRANSON R-IV,In Person,7,4788,BRANSON,MO,65616
2913290,GREEN RIDGE R-VIII,In Person,2,396,GREEN RIDGE,MO,65332
2913320,GREENFIELD R-IV,In Person,2,412,GREENFIELD,MO,65661
2913380,GREENVILLE R-II,In Person,4,738,GREENVILLE,MO,63944
2913500,HALE R-I,In Person,2,134,HALE,MO,64643
2913560,HALLSVILLE R-IV,In Person,4,1456,HALLSVILLE,MO,65255
2913590,HAMILTON R-II,In Person,3,694,HAMILTON,MO,64644
2913620,HANCOCK PLACE,In Person,3,1488,ST LOUIS,MO,63125
2913650,HANNIBAL 60,In Person,9,3621,HANNIBAL,MO,63401
2913680,HARDIN-CENTRAL C-2,In Person,2,230,HARDIN,MO,64035
2913770,HARTVILLE R-II,In Person,3,718,HARTVILLE,MO,65667
2913800,HAYTI R-II,In Person,2,634,HAYTI,MO,63851
2913830,HAZELWOOD,In Person,33,17202,FLORISSANT,MO,63031
2914250,DUNKLIN R-V,In Person,4,1478,HERCULANEUM,MO,63048
2914280,GASCONADE CO. R-I,In Person,3,929,HERMANN,MO,65041
2914310,HERMITAGE R-IV,In Person,3,258,HERMITAGE,MO,65668
2912930,GOLDEN CITY R-III,In Person,2,195,GOLDEN CITY,MO,64748
2913080,GRAIN VALLEY R-V,In Person,8,4416,GRAIN VALLEY,MO,64029
2913140,GRANDVIEW C-4,In Person,9,4256,GRANDVIEW,MO,64030
2913170,GRANDVIEW R-II,In Person,3,735,HILLSBORO,MO,63050
2913260,GREEN FOREST R-II,In Person,1,183,SALEM,MO,65560
2913290,GREEN RIDGE R-VIII,In Person,2,396,GREEN RIDGE,MO,65332
2913320,GREENFIELD R-IV,In Person,2,412,GREENFIELD,MO,65661
2913380,GREENVILLE R-II,In Person,4,738,GREENVILLE,MO,63944
2913500,HALE R-I,In Person,2,134,HALE,MO,64643
2913560,HALLSVILLE R-IV,In Person,4,1456,HALLSVILLE,MO,65255
2913590,HAMILTON R-II,In Person,3,694,HAMILTON,MO,64644
2913620,HANCOCK PLACE,In Person,3,1488,ST LOUIS,MO,63125
2913650,HANNIBAL 60,In Person,9,3621,HANNIBAL,MO,63401
2913680,HARDIN-CENTRAL C-2,In Person,2,230,HARDIN,MO,64035
2913770,HARTVILLE R-II,In Person,3,718,HARTVILLE,MO,65667
2913800,HAYTI R-II,In Person,2,634,HAYTI,MO,63851
2913830,HAZELWOOD,In Person,33,17202,FLORISSANT,MO,63031
2914250,DUNKLIN R-V,In Person,4,1478,HERCULANEUM,MO,63048
2914280,GASCONADE CO. R-I,In Person,3,929,HERMANN,MO,65041
2914310,HERMITAGE R-IV,In Person,3,258,HERMITAGE,MO,65668
2912930,GOLDEN CITY R-III,In Person,2,195,GOLDEN CITY,MO,64748
2913080,GRAIN VALLEY R-V,In Person,8,4416,GRAIN VALLEY,MO,64029
2913140,GRANDVIEW C-4,In Person,9,4256,GRANDVIEW,MO,64030
2913170,GRANDVIEW R-II,In Person,3,735,HILLSBORO,MO,63050
2913260,GREEN FOREST R-II,In Person,1,183,SALEM,MO,65560
2913290,GREEN RIDGE R-VIII,In Person,2,396,GREEN RIDGE,MO,65332
2913320,GREENFIELD R-IV,In Person,2,412,GREENFIELD,MO,65661
2913380,GREENVILLE R-II,In Person,4,738,GREENVILLE,MO,63944
2913500,HALE R-I,In Person,2,134,HALE,MO,64643
2913560,HALLSVILLE R-IV,In Person,4,1456,HALLSVILLE,MO,64461
2921720,NAYLOR R-II,In Person,2,408,NAYLOR,MO,63953
2921750,NEELYVILLE R-IV,In Person,3,638,NEELYVILLE,MO,63954
2921810,NEOSHO SCHOOL DISTRICT,In Person,10,4727,NEOSHO,MO,64850
2921875,NEW BLOOMFIELD R-III,In Person,2,699,NEW BLOOMFIELD,MO,65063
2921940,NEW FRANKLIN R-I,In Person,2,461,NEW FRANKLIN,MO,65274
2922110,NEW YORK R-IV,In Person,1,21,HAMILTON,MO,64644
2922470,NEWTOWN-HARRIS R-III,In Person,2,73,NEWTOWN,MO,64667
2922530,Nixa Public Schools,In Person,11,6476,NIXA,MO,65714
2922560,NODAWAY-HOLT R-VII,In Person,2,210,GRAHAM,MO,64455
2922620,NORBORNE R-VIII,In Person,2,177,NORBORNE,MO,64668
2928290,SILEX R-I,In Person,2,443,SILEX,MO,63377
2928380,SMITHTON R-VI,In Person,2,552,SMITHTON,MO,65350
2928410,SMITHVILLE R-II,In Person,5,2675,SMITHVILLE,MO,64089
2928430,SOUTH CALLAWAY CO. R-II,In Person,4,773,MOKANE,MO,65059
2928470,SOUTH IRON CO. R-I,In Person,2,285,ANNAPOLIS,MO,63620
2928500,SOUTH NODAWAY CO. R-IV,In Person,2,166,BARNARD,MO,64423
2928530,SOUTH PEMISCOT CO. R-V,In Person,3,635,STEELE,MO,63877
2928560,SOUTHERN BOONE CO. R-I,In Person,4,1806,ASHLAND,MO,65010
2928590,SOUTHERN REYNOLDS CO. R-II,In Person,2,502,ELLINGTON,MO,63638
2928620,SOUTHLAND C-9,In Person,2,244,CARDWELL,MO,63829
2928710,SOUTHWEST R-V,In Person,3,817,WASHBURN,MO,65772
2928740,SPARTA R-III,In Person,4,722,SPARTA,MO,65753
2928860,SPRINGFIELD R-XII,In Person,54,25659,SPRINGFIELD,MO,65802
2928920,ST. CHARLES R-VI,In Person,12,5039,ST CHARLES,MO,63301
2928950,FRANCIS HOWELL R-III,In Person,23,17519,ST CHARLES,MO,63304
2929100,ST. CLAIR R-XIII,In Person,5,2293,ST CLAIR,MO,63077
2929130,ST. ELIZABETH R-IV,In Person,2,265,ST ELIZABETH,MO,65075
2929170,CENTRAL R-III,In Person,4,2172,PARK HILLS,MO,63601
2929250,ST. JAMES R-I,In Person,3,1862,ST JAMES,MO,65559
2929280,ST. LOUIS CITY,In Person,74,21244,ST LOUIS,MO,63101
3003290,Belgrade Elem,In Person,4,2458,Belgrade,MT,59714
3003330,Belgrade H S,In Person,1,1001,Belgrade,MT,59714
3003420,Belt Elem,In Person,3,251,Belt,MT,59412
3003480,Benton Lake Elem,In Person,1,6,Floweree,MT,59440
3003660,Spring Creek Elem,In Person,1,6,Decker,MT,59025
3003750,Big Sandy K-12,In Person,3,199,Big Sandy,MT,59520
3003800,Big Timber Elem,In Person,2,310,Big Timber,MT,59011
3003870,Billings Elem,In Person,28,11554,Billings,MT,59101
3003900,Billings H S,In Person,3,5473,Billings,MT,59101
3004230,Blue Creek Elem,In Person,1,189,Billings,MT,59101
3004260,Bonner Elem,In Person,2,334,Bonner,MT,59823
3004440,Box Elder Elem,In Person,2,288,Box Elder,MT,59521
3004500,Box Elder H S,In Person,1,97,Box Elder,MT,59521
3004560,Bozeman Elem,In Person,10,4847,Bozeman,MT,59715
3004590,Bozeman H S,In Person,2,2243,Bozeman,MT,59715
3004800,Bridger K-12 Schools,In Person,3,200,Bridger,MT,59014
3004920,Broadview H S,In Person,1,41,Broadview,MT,59015
3004980,Townsend K-12 Schools,In Person,3,647,Townsend,MT,59644
3005010,Brockton Elem,In Person,2,95,Brockton,MT,59213
3005040,Brockton H S,In Person,1,28,Brockton,MT,59213
3015360,Judith Gap Elem,In Person,2,15,Judith Gap,MT,59453
3015390,Judith Gap H S,In Person,1,5,Judith Gap,MT,59453
3015420,Flathead H S,In Person,2,2844,Kalispell,MT,59901
3015450,Kalispell Elem,In Person,7,3111,Kalispell,MT,59901
3015610,King Colony Elem,In Person,1,9,Lewistown,MT,59457
3015640,Kircher Elem,In Person,1,38,Miles City,MT,59301
3015900,Upper West Shore Elem,In Person,1,73,Dayton,MT,59914
3015930,Swan Lake-Salmon Elem,In Person,1,3,Swan Lake,MT,59911
3016020,Lambert H S,In Person,1,34,Lambert,MT,59243
3016050,Lame Deer Elem,In Person,2,406,Lame Deer,MT,59043
3016110,LaMotte Elem,In Person,2,67,Bozeman,MT,59715
3016200,Laurel Elem,In Person,4,1387,Laurel,MT,59044
3016290,Lavina K-12 Schools,In Person,3,60,Lavina,MT,59046
3016490,Lewistown Elem,In Person,4,849,Lewistown,MT,59457
3016530,Libby K-12 Schools,In Person,3,1194,Libby,MT,59923
3016710,Lima K-12 Schools,In Person,3,60,Lima,MT,59739
3016810,Lincoln K-12 Schools,In Person,3,131,Lincoln,MT,59639
3016880,Livingston Elem,In Person,3,947,Livingston,MT,59047
3017010,Lodge Grass Elem,In Person,2,250,Lodge Grass,MT,59050
3017130,Lolo Elem,In Person,2,532,Lolo,MT,59847
3015360,Judith Gap Elem,In Person,2,15,Judith Gap,MT,59453
3015390,Judith Gap H S,In Person,1,5,Judith Gap,MT,59453
3015420,Flathead H S,In Person,2,2844,Kalispell,MT,59901
3015450,Kalispell Elem,In Person,7,3111,Kalispell,MT,59901
3015610,King Colony Elem,In Person,1,9,Lewistown,MT,59457
3015640,Kircher Elem,In Person,3,449,LAUREL,NE,68745
3100006,WEST POINT PUBLIC SCHOOLS,In Person,3,728,WEST POINT,NE,68788
3100010,ANSELMO-MERNA PUBLIC SCHOOLS,In Person,2,289,MERNA,NE,68856
3100011,BROKEN BOW PUBLIC SCHOOLS,In Person,5,875,BROKEN BOW,NE,68822
3100012,CALLAWAY PUBLIC SCHOOLS,In Person,2,203,CALLAWAY,NE,68825
3100015,CAMBRIDGE PUBLIC SCHOOLS,In Person,3,316,CAMBRIDGE,NE,69022
3100016,GRAND ISLAND PUBLIC SCHOOLS,In Person,23,10070,GRAND ISLAND,NE,68803
3100018,WAUNETA-PALISADE PUBLIC SCHS,In Person,3,218,WAUNETA,NE,69045
3100021,WAVERLY SCHOOL DISTRICT 145,In Person,5,2142,WAVERLY,NE,68462
3100022,NORTH PLATTE PUBLIC SCHOOLS,In Person,12,4117,NORTH PLATTE,NE,69103
3100023,MAXWELL PUBLIC SCHOOLS,In Person,2,292,MAXWELL,NE,69151
3100024,SUTHERLAND PUBLIC SCHOOLS,In Person,2,327,SUTHERLAND,NE,69165
3100025,ELKHORN VALLEY SCHOOLS,In Person,2,428,TILDEN,NE,68781
3100029,SUPERIOR PUBLIC SCHOOLS,In Person,3,423,SUPERIOR,NE,68978
3100034,ASHLAND-GREENWOOD PUBLIC SCHS,In Person,3,1005,ASHLAND,NE,68003
3170140,ELM CREEK PUBLIC SCHOOLS,In Person,2,366,ELM CREEK,NE,68836
3170440,FAIRBURY PUBLIC SCHOOLS,In Person,3,919,FAIRBURY,NE,68352
3170530,FALLS CITY PUBLIC SCHOOLS,In Person,4,931,FALLS CITY,NE,68355
3170650,FORT CALHOUN COMMUNITY SCHS,In Person,2,744,FORT CALHOUN,NE,68023
3170710,FREMONT PUBLIC SCHOOLS,In Person,14,4869,FREMONT,NE,68025
3170800,GARDEN COUNTY SCHOOLS,In Person,2,260,OSHKOSH,NE,69154
3170980,GIBBON PUBLIC SCHOOLS,In Person,2,582,GIBBON,NE,68840
3171010,GILTNER PUBLIC SCHOOLS,In Person,2,222,GILTNER,NE,68841
3171100,GOTHENBURG PUBLIC SCHOOLS,In Person,3,880,GOTHENBURG,NE,69138
3171220,GRETNA PUBLIC SCHOOLS,In Person,9,5838,GRETNA,NE,68028
3171370,HAMPTON PUBLIC SCHOOL,In Person,2,177,HAMPTON,NE,68843
3171520,HARTINGTON NEWCASTLE PUBLIC SCHOOLS,In Person,3,382,HARTINGTON,NE,68739
3171580,HASTINGS PUBLIC SCHOOLS,In Person,7,3638,HASTINGS,NE,68901
3171730,HEMINGFORD PUBLIC SCHOOLS,In Person,2,433,HEMINGFORD,NE,69348
3171820,HERSHEY PUBLIC SCHOOLS,In Person,2,516,HERSHEY,NE,69143
3171940,HOLDREGE PUBLIC SCHOOLS,In Person,4,1090,HOLDREGE,NE,68949
3172000,HOMER COMMUNITY SCHOOLS,In Person,2,430,HOMER,NE,68030
3172150,HUMPHREY PUBLIC SCHOOLS,In Person,3,274,HUMPHREY,NE,68642
3172390,KEARNEY PUBLIC SCHOOLS,In Person,14,6121,KEARNEY,NE,68845
3172480,KEYA PAHA COUNTY SCHOOLS,In Person,2,91,SPRINGVIEW,NE,68778
3200180,EUREKA COUNTY SCHOOL DISTRICT,In Person,3,349,EUREKA,NV,89316
3200210,HUMBOLDT COUNTY SCHOOL DISTRICT,In Person,15,3484,WINNEMUCCA,NV,89445
3200240,LANDER COUNTY SCHOOL DISTRICT,In Person,5,1034,BATTLE MOUNTAIN,NV,89820
3200270,LINCOLN COUNTY SCHOOL DISTRICT,In Person,11,951,PANACA,NV,89042
3200300,LYON COUNTY SCHOOL DISTRICT,In Person,20,9034,YERINGTON,NV,89447
3200330,MINERAL COUNTY SCHOOL DISTRICT,In Person,5,562,HAWTHORNE,NV,89415
3200360,NYE COUNTY SCHOOL DISTRICT,In Person,28,5582,TON0PAH,NV,89049
3200450,STOREY COUNTY SCHOOL DISTRICT,In Person,4,449,VIRGINIA CITY,NV,89440
3200480,WASHOE COUNTY SCHOOL DISTRICT,In Person,111,67301,RENO,NV,89520
3200510,WHITE PINE COUNTY SCHOOL DISTRICT,In Person,10,1274,ELY,NV,89301
3300017,Exeter Region Coop School District,In Person,2,2767,Exeter,NH,3833
3300030,North Country Charter Academy,In Person,2,54,Littleton,NH,3561
3300035,Gorham Randolph Shelburne Coop School District,In Person,3,387,Gorham,NH,3581
3300040,Academy for Science and Design Charter School,In Person,2,535,Nashua,NH,3063
3300042,Strong Foundations Charter School,In Person,1,283,Pembroke,NH,3275
3300043,Ledyard Charter Academy,In Person,1,32,Lebanon,NH,3766
3301740,Bedford School District,In Person,6,4437,Bedford,NH,3110
3301860,Berlin School District,In Person,3,1116,Berlin,NH,3570
3301950,Bow School District,In Person,3,1687,Bow,NH,3304
3302010,Brentwood School District,In Person,1,303,Exeter,NH,3833
3400087,Paterson Charter School for Science and Technology,In Person,1,1483,Paterson,NJ,7503
3400090,Central Jersey College Prep Charter School,In Person,1,1020,Somerset,NJ,8873
3400660,Absecon Public Schools District,In Person,2,908,Absecon,NJ,8201
3400715,Bergen Arts and Science Charter School,In Person,1,1169,Garfield,NJ,7026
3400718,Community Charter School of Paterson,In Person,1,907,Paterson,NJ,7501
3400720,Allamuchy Township School District,In Person,2,426,Allamuchy,NJ,7820
3400723,Paul Robeson Charter School for the Humanities,In Person,1,380,Trenton,NJ,8638
3400727,The Ethical Community Charter School,In Person,1,396,Jersey City,NJ,7306
3400730,Newark Educators Community Charter School,In Person,1,265,Newark,NJ,7102
3400731,Riverbank Charter School of Excellence,In Person,1,153,Roebling,NJ,8554
3400734,Hoboken Dual Language Charter School,In Person,1,408,Hoboken,NJ,7030
3400735,Hatikvah International Academy Charter School,In Person,1,520,East Brunswick,NJ,8816
3400740,The Barack Obama Green Charter High School District,In Person,1,231,Plainfield,NJ,7060
3400748,John P Holland Charter School,In Person,1,482,Paterson,NJ,7501
3400749,Millville Public Charter School,In Person,1,247,Millville,NJ,8333
3400750,Allendale Public School District,In Person,2,872,Allendale,NJ,7401
3400754,Peoples Preparatory Charter School District,In Person,1,405,Newark,NJ,7103
3400763,Hope Community Charter School,In Person,1,125,Camden,NJ,8103
3400764,Phillip's Academy Charter School,In Person,1,515,Newark,NJ,7103
3400765,Paterson Arts and Science Charter School,In Person,1,845,Paterson,NJ,7501
3400087,Paterson Charter School for Science and Technology,In Person,1,1483,Paterson,NJ,7503
3400090,Central Jersey College Prep Charter School,In Person,1,1020,Somerset,NJ,8873
3400660,Absecon Public Schools District,In Person,2,908,Absecon,NJ,8201
3400715,Bergen Arts and Science Charter School,In Person,1,1169,Garfield,NJ,7026
3400718,Community Charter School of Paterson,In Person,1,907,Paterson,NJ,7501
3400720,Allamuchy Township School District,In Person,2,426,Allamuchy,NJ,7820
3400723,Paul Robeson Charter School for the Humanities,In Person,1,380,Trenton,NJ,8638
3400727,The Ethical Community Charter School,In Person,1,396,Jersey City,NJ,7306
3400730,Newark Educators Community Charter School,In Person,1,265,Newark,NJ,7102
3400731,Riverbank Charter School of Excellence,In Person,1,153,Roebling,NJ,8554
3400734,Hoboken Dual Language Charter School,In Person,1,408,Hoboken,NJ,7030
3400735,Hatikvah International Academy Charter School,In Person,1,1952,VOORHEES,NJ,8043
3404470,Edgewater Park Township School District,In Person,2,976,Edgewater Park,NJ,8010
3404500,Edison Township School District,In Person,19,16712,Edison,NJ,8837
3404530,Egg Harbor City School District,In Person,2,495,Egg Harbor City,NJ,8215
3404560,Egg Harbor Township School District,In Person,7,7376,Egg Harbor Township,NJ,8234
3404590,Elizabeth Public Schools,In Person,37,29021,Elizabeth,NJ,7208
3404620,Elk Township School District,In Person,1,327,Glassboro,NJ,8028
3404660,Elmwood Park School District,In Person,5,2653,Elmwood Park,NJ,7407
3404680,Elsinboro Township School District,In Person,1,119,Salem,NJ,8079
3407980,Kingsway Regional School District,In Person,2,2868,Woolwich Twp.,NJ,8085
3408040,Kinnelon School District,In Person,4,1728,Kinnelon,NJ,7405
3408060,Kittatinny Regional School District,In Person,1,910,Newton,NJ,7860
3408070,Knowlton Township School District,In Person,1,155,Delaware,NJ,7833
3408100,Lacey Township School District,In Person,6,3985,Lanoka Harbor,NJ,8734
3408130,Lafayette Township School District,In Person,1,197,Lafayette,NJ,7848
3408160,Lakehurst School District,In Person,1,389,LAKEHURST,NJ,8733
3408220,Lakewood Township School District,In Person,8,6007,Lakewood,NJ,8701
3408340,Lawnside School Distric,In Person,1,313,Lawnside,NJ,8045
3408400,Lawrence Township Public School District,In Person,7,3880,Lawrenceville,NJ,8648
3408490,Lenape Regional High School District,In Person,4,6925,Shamong,NJ,8088
3408500,Lenape Valley Regional High School District,In Person,1,656,Stanhope,NJ,7874
3408520,Leonia Public School District,In Person,3,2045,Leonia,NJ,7605
3408580,Lincoln Park School District,In Person,2,917,Lincoln Park,NJ,7035
3408610,Linden Public School District,In Person,11,6354,Linden,NJ,7036
3408640,Lindenwold Public School District,In Person,5,3078,Lindenwold,NJ,8021
3408700,Little Egg Harbor Township School District,In Person,3,1618,Little Egg Harbor,NJ,8087
3408790,Little Silver Boro School District,In Person,2,835,LITTLE SILVER,NJ,7739
3408820,Livingston Board of Education School District,In Person,9,6151,Livingston,NJ,7039
3408850,Lodi School District,In Person,7,3248,Lodi,NJ,7644
3412570,Passaic Valley Regional High School District #1,In Person,1,1124,LITTLE FALLS,NJ,7424
3412690,Paterson Public School District,In Person,50,27595,Paterson,NJ,7503
3412720,Paulsboro School District,In Person,4,1229,PAULSBORO,NJ,8066
3412810,Pemberton Township School District,In Person,9,4712,Pemberton,NJ,8068
3412930,Perth Amboy Public School District,In Person,12,11212,Perth Amboy,NJ,8861
3412960,Phillipsburg School District,In Person,5,3991,Phillipsburg,NJ,8865
3412990,Pine Hill School District,In Person,4,1918,Pine HIll,NJ,8021
3413000,Pinelands Regional School District,In Person,2,1564,Little Egg Harbor,NJ,8087
3413050,Piscataway Township School District,In Person,10,7149,Piscataway,NJ,8854
3413080,Pitman Boro School District,In Person,5,1258,Pitman,NJ,8071
3413110,Pittsgrove Township School District,In Person,5,1732,PITTSGROVE,NJ,8318
3413140,Plainfield Public School District,In Person,13,9971,Plainfield,NJ,7063
3413200,Pleasantville Public School District,In Person,6,3763,Pleasantville,NJ,8232
3413230,Plumsted Township School District,In Person,3,1216,New Egypt,NJ,8533
3413320,Point Pleasant Beach School District,In Person,2,743,Point Pleasant Beach,NJ,8742
3413350,Pompton Lakes School District,In Person,4,1726,POMPTON LAKES,NJ,7442
3413410,Princeton Public Schools,In Person,6,3889,Princeton,NJ,8540
3413470,Prospect Park Public School District,In Person,1,878,Prospect Park,NJ,7508
3413530,Rahway Public School District,In Person,6,4121,Rahway,NJ,7065
3413560,Ramapo Indian Hills Regional High School District,In Person,2,2271,Oakland,NJ,7436
3417610,West Orange Public Schools,In Person,12,6718,West Orange,NJ,7052
3417640,Woodland Park School District,In Person,4,1129,Woodland Park,NJ,7424
3417700,West Windsor-Plainsboro Regional School District,In Person,10,9599,West Windsor,NJ,8550
3417760,Westfield Public School District,In Person,10,6299,Westfield,NJ,7090
3417790,Westville Boro Public School District,In Person,1,361,Westville,NJ,8093
3417850,Weymouth Township School District,In Person,1,157,Dorothy,NJ,8317
3417910,White Township Consolidated School District,In Person,1,278,Belvidere,NJ,7823
3417970,Wildwood Crest Borough School District,In Person,1,275,WILDWOOD CREST,NJ,8260
3418000,Willingboro Public School District,In Person,9,3497,Willingboro,NJ,8046
3418030,Winfield Township,In Person,1,143,Winfield Twp,NJ,7036
3418060,Winslow Township School District,In Person,8,4874,Atco,NJ,8004
3418090,Woodbine School District,In Person,1,225,Woodbine,NJ,8270
3418120,Woodbridge Township School District,In Person,25,13949,WOODBRIDGE,NJ,7095
3418150,Woodbury City Public School District,In Person,4,1637,Woodbury,NJ,8096
3418180,Woodbury Heights Public School District,In Person,1,253,Woodbury Heights,NJ,8097
3418210,Woodcliff Lake School District,In Person,2,713,Woodcliff Lake,NJ,7677
3418240,Woodland Township School District,In Person,1,136,Chatsworth,NJ,8019
3418270,Woodlynne School District,In Person,1,403,Woodlynne,NJ,8107
3418300,Wood-Ridge School District,In Person,3,1263,Wood-Ridge,NJ,7075
3418330,Woodstown-Pilesgrove Regional School District,In Person,4,1534,Woodstown,NJ,8098
3417610,West Orange Public Schools,In Person,12,6718,West Orange,NJ,7052
3417640,Woodland Park School District,In Person,4,1129,Woodland Park,NJ,7424
3417700,West Windsor-Plainsboro Regional School District,In Person,10,9599,West Windsor,NJ,8550
3417760,Westfield Public School District,In Person,10,6299,Westfield,NJ,7090
3417790,Westville Boro Public School District,In Person,1,361,Westville,NJ,8093
3417850,Weymouth Township School District,In Person,1,157,Dorothy,NJ,8317
3417910,White Township Consolidated School District,In Person,1,278,Belvidere,NJ,7823
3501950,MOUNTAINAIR PUBLIC SCHOOLS,In Person,3,224,MOUNTAINAIR,NM,87036
3501980,MESA VISTA CONSOLIDATED SCHOOLS,In Person,4,253,OJO CALIENTE,NM,87549
3502010,PECOS INDEPENDENT SCHOOLS,In Person,3,583,PECOS,NM,87552
3502040,PENASCO INDEPENDENT SCHOOLS,In Person,3,353,PENASCO,NM,87553
3502070,POJOAQUE VALLEY PUBLIC SCHOOLS,In Person,5,1897,SANTA FE,NM,87506
3502100,PORTALES MUNICIPAL SCHOOLS,In Person,6,2750,PORTALES,NM,88130
3502130,QUEMADO INDEPENDENT SCHOOLS,In Person,3,157,QUEMADO,NM,87829
3502160,QUESTA INDEPENDENT SCHOOLS,In Person,5,276,QUESTA,NM,87556
3502190,RATON PUBLIC SCHOOLS,In Person,3,938,RATON,NM,87740
3502220,RESERVE PUBLIC SCHOOLS,In Person,2,122,RESERVE,NM,87830
3502250,ROSWELL INDEPENDENT SCHOOLS,In Person,22,10693,ROSWELL,NM,88201
3502280,ROY MUNICIPAL SCHOOLS,In Person,2,60,ROY,NM,87743
3502310,RUIDOSO MUNICIPAL SCHOOLS,In Person,4,2051,RUIDOSO,NM,88345
3501740,LOVINGTON MUNICIPAL SCHOOLS,In Person,10,3810,LOVINGTON,NM,88260
3501770,MAGDALENA MUNICIPAL SCHOOLS,In Person,3,329,MAGDALENA,NM,87825
3501800,MAXWELL MUNICIPAL SCHOOLS,In Person,3,138,MAXWELL,NM,87728
3501830,MELROSE PUBLIC SCHOOLS,In Person,3,292,MELROSE,NM,88124
3501860,MORA INDEPENDENT SCHOOLS,In Person,4,410,MORA,NM,87732
3501890,MORIARTY-EDGEWOOD SCHOOL DISTRICT,In Person,7,2345,MORIARTY,NM,87035
3501920,MOSQUERO MUNICIPAL SCHOOLS,In Person,2,82,MOSQUERO,NM,87733
3501950,MOUNTAINAIR PUBLIC SCHOOLS,In Person,3,224,MOUNTAINAIR,NM,87036
3501980,MESA VISTA CONSOLIDATED SCHOOLS,In Person,4,253,OJO CALIENTE,NM,87549
3502010,PECOS INDEPENDENT SCHOOLS,In Person,3,583,PECOS,NM,87552
3502040,PENASCO INDEPENDENT SCHOOLS,In Person,3,353,PENASCO,NM,87553
3502070,POJOAQUE VALLEY PUBLIC SCHOOLS,In Person,5,1897,SANTA FE,NM,87506
3502100,PORTALES MUNICIPAL SCHOOLS,In Person,6,2750,PORTALES,NM,88130
3502130,QUEMADO INDEPENDENT SCHOOLS,In Person,3,157,QUEMADO,NM,87829
3502160,QUESTA INDEPENDENT SCHOOLS,In Person,5,276,QUESTA,NM,87556
3502190,RATON PUBLIC SCHOOLS,In Person,3,938,RATON,NM,87740
3502220,RESERVE PUBLIC SCHOOLS,In Person,2,122,RESERVE,NM,87830
3502250,ROSWELL INDEPENDENT SCHOOLS,In Person,22,347,NIAGARA FALLS,NY,14304
3600165,HYDE LEADERSHIP CHARTER SCHOOL,In Person,1,965,BRONX,NY,10474
3600945,GREEN TECH HIGH CHARTER SCHOOL,In Person,1,358,ALBANY,NY,12202
3601179,LOIS AND RICHARD NICOTRA EARLY COLLEGE CHARTER SCHOOL,In Person,1,137,STATEN ISLAND,NY,10312
3601180,BRONX CHARTER SCHOOL FOR EXCELLENCE 4,In Person,1,173,BRONX,NY,10466
3601181,SYRACUSE ACADEMY OF SCIENCE AND CITIZENSHIP CHARTER SCHOOL,In Person,1,366,SYRACUSE,NY,13207
3601182,URBAN ASSEMBLY CHARTER SCHOOL FOR COMPUTER SCIENCE,In Person,1,225,BRONX,NY,10472
3601184,EMBLAZE ACADEMY CHARTER SCHOOL,In Person,1,163,BRONX,NY,10474
3601186,EDMUND W GORDON BROOKLYN LABORATORY CHARTER SCHOOL,In Person,1,252,BROOKLYN,NY,11201
3601189,BOQUET VALLEY CSD,In Person,2,458,WESTPORT,NY,12993
3601192,STOREFRONT ACADEMY HARLEM CHARTER SCHOOL,In Person,1,44,NEW YORK,NY,10035
3601193,NEIGHBORHOOD CHARTER SCHOOL - BRONX,In Person,1,110,BRONX,NY,10454
3601197,UNIVERSITY PREP CHARTER MIDDLE SCHOOL,In Person,1,155,BRONX,NY,10455
3601208,EAST FLATBUSH ASCEND CHARTER SCHOOL (EFACS),In Person,1,75,BROOKLYN,NY,11203
3601222,BRILLA PAX CHARTER SCHOOL,In Person,1,0,BRONX,NY,10468
3602310,GLENS FALLS COMMON SCHOOL DISTRICT,In Person,1,159,GLENS FALLS,NY,12801
3602340,SOUTH JEFFERSON CENTRAL SCHOOL DISTRICT,In Person,4,1901,ADAMS CENTER,NY,13606
3602430,AKRON CENTRAL SCHOOL DISTRICT,In Person,3,1403,AKRON,NY,14001
3602460,ALBANY CITY SCHOOL DISTRICT,In Person,17,8904,ALBANY,NY,12207
3602550,ALDEN CENTRAL SCHOOL DISTRICT,In Person,4,1592,ALDEN,NY,14004
3602580,ALEXANDER CENTRAL SCHOOL DISTRICT,In Person,2,801,ALEXANDER,NY,14005
3602670,ALEXANDRIA CENTRAL SCHOOL DISTRICT,In Person,2,498,ALEXANDRIA BAY,NY,13607
3602730,WINDSOR CENTRAL SCHOOL DISTRICT,In Person,4,1655,WINDSOR,NY,13865
3608100,COLTON-PIERREPONT CENTRAL SCHOOL DISTRICT,In Person,1,375,COLTON,NY,13625
3608130,COMMACK UNION FREE SCHOOL DISTRICT,In Person,8,5930,EAST NORTHPORT,NY,11731
3608160,CONNETQUOT CENTRAL SCHOOL DISTRICT,In Person,10,5607,BOHEMIA,NY,11716
3608280,COPENHAGEN CENTRAL SCHOOL DISTRICT,In Person,1,451,COPENHAGEN,NY,13626
3608310,COPIAGUE UNION FREE SCHOOL DISTRICT,In Person,6,5205,COPIAGUE,NY,11726
3608340,PEMBROKE CENTRAL SCHOOL DISTRICT,In Person,3,920,CORFU,NY,14036
3608400,CORNING CITY SCHOOL DISTRICT,In Person,9,4578,PAINTED POST,NY,14870
