District_code,District_name,Week,Learning_Modality,Operational_Schools,Student_Count,City,State,ZIP_Code
2100150,Ashland Independent,2022 Dec 25 12:00:00 AM,In Person,9,"3,411",Ashland,KY,41101
2100180,Augusta Independent,2022 Dec 25 12:00:00 AM,In Person,1,299,Augusta,KY,41002
2100210,Ballard County,2022 Dec 25 12:00:00 AM,In Person,5,"1,189",Barlow,KY,42024
2100240,Barbourville Independent,2022 Dec 25 12:00:00 AM,In Person,1,692,Barbourville,KY,40906
2100270,Bardstown Independent,2022 Dec 25 12:00:00 AM,In Person,6,"2,782",Bardstown,KY,40004
2100300,Barren County,2022 Dec 25 12:00:00 AM,In Person,11,"5,406",Glasgow,KY,42141
2100360,Beechwood Independent,2022 Dec 25 12:00:00 AM,In Person,3,"1,502",Fort Mitchell,KY,41017
2100390,Bell County,2022 Dec 25 12:00:00 AM,In Person,7,"2,672",Pineville,KY,40977
2100480,Berea Independent,2022 Dec 25 12:00:00 AM,In Person,3,"1,160",Berea,KY,40403
2100510,Boone County,2022 Dec 25 12:00:00 AM,In Person,25,"21,351",Florence,KY,41042
2100620,Boyd County,2022 Dec 25 12:00:00 AM,In Person,12,"3,322",Ashland,KY,41102
2100630,Boyle County,2022 Dec 25 12:00:00 AM,In Person,7,"2,817",Danville,KY,40422
2100690,Breathitt County,2022 Dec 25 12:00:00 AM,In Person,6,"1,939",Jackson,KY,41339
2100720,Breckinridge County,2022 Dec 25 12:00:00 AM,In Person,6,"2,783",Hardinsburg,KY,40143
2013020,Jefferson County North,2022 Dec 25 12:00:00 AM,In Person,2,477,Winchester,KS,42003
2104710,Paris Independent,2022 Dec 25 12:00:00 AM,In Person,4,743,Paris,KY,40361
2104740,Pendleton County,2022 Dec 25 12:00:00 AM,In Person,4,"2,417",Falmouth,KY,41040
2104770,Perry County,2022 Dec 25 12:00:00 AM,In Person,11,"4,052",Hazard,KY,41701
2104800,Pike County,2022 Dec 25 12:00:00 AM,In Person,19,"8,492",Pikeville,KY,41501
2104830,Pikeville Independent,2022 Dec 25 12:00:00 AM,In Person,2,"1,161",Pikeville,KY,41501
2104860,Pineville Independent,2022 Dec 25 12:00:00 AM,In Person,3,616,Pineville,KY,40977
2104890,Powell County,2022 Dec 25 12:00:00 AM,In Person,6,"2,297",Stanton,KY,40380
2104950,Pulaski County,2022 Dec 25 12:00:00 AM,In Person,14,"8,710",Somerset,KY,42503
2104980,Raceland-Worthington Independent,2022 Dec 25 12:00:00 AM,In Person,5,"1,102",Raceland,KY,41169
2105070,Rockcastle County,2022 Dec 25 12:00:00 AM,In Person,6,"2,812",Mount Vernon,KY,40456
2105100,Rowan County,2022 Dec 25 12:00:00 AM,In Person,10,"3,548",Morehead,KY,40351
2105130,Russell Independent,2022 Dec 25 12:00:00 AM,In Person,5,"2,297",Flatwoods,KY,41139
2105160,Russell County,2022 Dec 25 12:00:00 AM,In Person,5,"3,114",Jamestown,KY,42629
2105190,Russellville Independent,2022 Dec 25 12:00:00 AM,In Person,5,"1,023",Russellville,KY,42276
2105260,Scott County,2022 Dec 25 12:00:00 AM,In Person,17,"9,925",Georgetown,KY,40324
2105320,Shelby County,2022 Dec 25 12:00:00 AM,In Person,14,"7,304",Shelbyville,KY,40066
2105430,Somerset Independent,2022 Dec 25 12:00:00 AM,In Person,3,"1,695",Somerset,KY,42501
2105460,Southgate Independent,2022 Dec 25 12:00:00 AM,In Person,1,212,Southgate,KY,41071
2105490,Spencer County,2022 Dec 25 12:00:00 AM,In Person,5,"3,169",Taylorsville,KY,40071
2200780,Jackson Parish,2022 Dec 25 12:00:00 AM,In Person,5,"2,263",Jonesboro,LA,71251
2200810,Jefferson Davis Parish,2022 Dec 25 12:00:00 AM,In Person,13,"5,705",Jennings,LA,70546
2200840,Jefferson Parish,2022 Dec 25 12:00:00 AM,In Person,81,"49,862",Harvey,LA,70058
2200870,Lafayette Parish,2022 Dec 25 12:00:00 AM,In Person,46,"31,430",Lafayette,LA,70508
2200900,Lafourche Parish,2022 Dec 25 12:00:00 AM,In Person,31,"14,652",Thibodaux,LA,70301
2200960,LaSalle Parish,2022 Dec 25 12:00:00 AM,In Person,9,"2,656",Jena,LA,71342
2200990,Lincoln Parish,2022 Dec 25 12:00:00 AM,In Person,12,"5,467",Ruston,LA,71270
2201020,Livingston Parish,2022 Dec 25 12:00:00 AM,In Person,44,"25,781",Livingston,LA,70754
2201050,Madison Parish,2022 Dec 25 12:00:00 AM,In Person,5,"1,183",Tallulah,LA,71282
2201080,City of Monroe School District,2022 Dec 25 12:00:00 AM,In Person,19,"8,178",Monroe,LA,71201
2201110,Morehouse Parish,2022 Dec 25 12:00:00 AM,In Person,5,"3,566",Bastrop,LA,71220
2201140,Natchitoches Parish,2022 Dec 25 12:00:00 AM,In Person,15,"5,836",Natchitoches,LA,71457
2201170,Orleans Parish,2022 Dec 25 12:00:00 AM,In Person,8,"4,612",New Orleans,LA,70114
2201200,Ouachita Parish,2022 Dec 25 12:00:00 AM,In Person,36,"19,058",Monroe,LA,71201
2201230,Plaquemines Parish,2022 Dec 25 12:00:00 AM,In Person,8,"4,045",Belle Chasse,LA,70037
2201260,Pointe Coupee Parish,2022 Dec 25 12:00:00 AM,In Person,5,"2,841",New Roads,LA,70760
2201290,Rapides Parish,2022 Dec 25 12:00:00 AM,In Person,47,"22,855",Alexandria,LA,71301
2201320,Red River Parish,2022 Dec 25 12:00:00 AM,In Person,5,"1,453",Coushatta,LA,71019
2201350,Richland Parish,2022 Dec 25 12:00:00 AM,In Person,12,"2,738",Rayville,LA,71269
2201380,Sabine Parish,2022 Dec 25 12:00:00 AM,In Person,10,"4,327",Many,LA,71449
2313530,West Bath Public Schools,2022 Dec 25 12:00:00 AM,In Person,1,118,West Bath,ME,04530
2313560,Westbrook Public Schools,2022 Dec 25 12:00:00 AM,In Person,6,"2,444",Westbrook,ME,04092
2313860,Winslow Schools,2022 Dec 25 12:00:00 AM,In Person,3,"1,152",Winslow,ME,04901
2313980,Wiscasset Public Schools,2022 Dec 25 12:00:00 AM,In Person,2,516,Wiscasset,ME,04578
2314100,Yarmouth Schools,2022 Dec 25 12:00:00 AM,In Person,4,"1,698",Yarmouth,ME,04096
2314130,York Public Schools,2022 Dec 25 12:00:00 AM,In Person,4,"1,641",York,ME,03909
2314160,RSU 52/MSAD 52,2022 Dec 25 12:00:00 AM,In Person,6,"2,018",Turner,ME,04282
2314210,RSU 61/MSAD 61,2022 Dec 25 12:00:00 AM,In Person,5,"1,694",Bridgton,ME,04009
2314240,RSU 51/MSAD 51,2022 Dec 25 12:00:00 AM,In Person,4,"2,129",Cumberland,ME,04021
2314300,RSU 58/MSAD 58,2022 Dec 25 12:00:00 AM,In Person,4,618,Phillips,ME,04966
2314330,RSU 49/MSAD 49,2022 Dec 25 12:00:00 AM,In Person,6,"2,091",Fairfield,ME,04937
2314440,RSU 64/MSAD 64,2022 Dec 25 12:00:00 AM,In Person,3,"1,059",East Corinth,ME,04427
2314470,RSU 63/MSAD 63,2022 Dec 25 12:00:00 AM,In Person,3,563,Holden,ME,04429
2314560,RSU 59/MSAD 59,2022 Dec 25 12:00:00 AM,In Person,3,617,Madison,ME,04950
2314590,RSU 54/MSAD 54,2022 Dec 25 12:00:00 AM,In Person,8,"2,375",Skowhegan,ME,04976
2314670,RSU 57/MSAD 57,2022 Dec 25 12:00:00 AM,In Person,7,"2,987",Waterboro,ME,04087
2314700,RSU 60/MSAD 60,2022 Dec 25 12:00:00 AM,In Person,7,"3,036",North Berwick,ME,03906
2314761,RSU 68/MSAD 68,2022 Dec 25 12:00:00 AM,In Person,2,"1,009",Dover-Foxcroft,ME,04426
2314762,RSU 70/MSAD 70,2022 Dec 25 12:00:00 AM,In Person,2,497,Hodgdon,ME,04730
2314765,RSU 72/MSAD 72,2022 Dec 25 12:00:00 AM,In Person,3,"1,209",Fryeburg,ME,04037
2500066,MATCH Charter Public School (District),2022 Dec 25 12:00:00 AM,In Person,1,"1,223",Boston,MA,02215
2500067,Manchester Essex Regional,2022 Dec 25 12:00:00 AM,In Person,4,"1,370",Manchester,MA,01944
2500068,Christa McAuliffe Charter Public (District),2022 Dec 25 12:00:00 AM,In Person,1,401,Framingham,MA,01701
2500070,Codman Academy Charter Public (District),2022 Dec 25 12:00:00 AM,In Person,1,339,Dorchester,MA,02124
2500071,Brooke Charter School (District),2022 Dec 25 12:00:00 AM,In Person,1,"1,969",Roslindale,MA,02131
2500073,Sizer School: A North Central Charter Essential (District),2022 Dec 25 12:00:00 AM,In Person,1,355,Fitchburg,MA,01420
2500075,Excel Academy Charter (District),2022 Dec 25 12:00:00 AM,In Person,1,"1,370",East Boston,MA,02128
2500076,Four Rivers Charter Public (District),2022 Dec 25 12:00:00 AM,In Person,1,217,Greenfield,MA,01301
2500077,Helen Y. Davis Leadership Academy Charter Public (District),2022 Dec 25 12:00:00 AM,In Person,1,207,Boston,MA,02122
2500079,Berkshire Arts and Technology Charter Public (District),2022 Dec 25 12:00:00 AM,In Person,1,372,Adams,MA,01220
2500080,Boston Preparatory Charter Public (District),2022 Dec 25 12:00:00 AM,In Person,1,581,Hyde Park,MA,02136
2500085,Advanced Math and Science Academy Charter (District),2022 Dec 25 12:00:00 AM,In Person,1,963,Marlborough,MA,01752
2500086,Community Charter School of Cambridge (District),2022 Dec 25 12:00:00 AM,In Person,1,326,Cambridge,MA,02141
2500087,Holyoke Community Charter (District),2022 Dec 25 12:00:00 AM,In Person,1,701,Holyoke,MA,01040
2500089,Martin Luther King Jr. Charter School of Excellence (Distric,2022 Dec 25 12:00:00 AM,In Person,1,360,Springfield,MA,01108
2500518,Pioneer Charter School of Science (District),2022 Dec 25 12:00:00 AM,In Person,1,793,Everett,MA,02149
2500522,Hampden Charter School of Science East (District),2022 Dec 25 12:00:00 AM,In Person,1,524,Chicopee,MA,01022
2500525,Alma del Mar Charter School (District),2022 Dec 25 12:00:00 AM,In Person,1,653,New Bedford,MA,02746
2500526,Boston Green Academy Horace Mann Charter School (District),2022 Dec 25 12:00:00 AM,In Person,1,500,Brighton,MA,02135
2500527,Bridge Boston Charter School (District),2022 Dec 25 12:00:00 AM,In Person,1,334,Roxbury,MA,02119
2505220,Georgetown,2022 Dec 25 12:00:00 AM,In Person,4,"1,368",Georgetown,MA,01833
2505370,Grafton,2022 Dec 25 12:00:00 AM,In Person,6,"3,205",Grafton,MA,01519
2505400,Granby,2022 Dec 25 12:00:00 AM,In Person,2,753,Granby,MA,01033
2505470,Greater Lawrence Regional Vocational Technical,2022 Dec 25 12:00:00 AM,In Person,1,"1,591",Andover,MA,01810
2505480,Greater Lowell Regional Vocational Technical,2022 Dec 25 12:00:00 AM,In Person,1,"2,271",Tyngsborough,MA,01879
2505485,Greater Fall River Regional Vocational Technical,2022 Dec 25 12:00:00 AM,In Person,1,"1,433",Fall River,MA,02723
2505500,Groton-Dunstable,2022 Dec 25 12:00:00 AM,In Person,5,"2,353",Groton,MA,01450
2505610,Halifax,2022 Dec 25 12:00:00 AM,In Person,1,586,Kingston,MA,02364
2505730,Hampden-Wilbraham,2022 Dec 25 12:00:00 AM,In Person,6,"3,005",Wilbraham,MA,01095
2505760,Hancock,2022 Dec 25 12:00:00 AM,In Person,1,47,Hancock,MA,02137
2505790,Hanover,2022 Dec 25 12:00:00 AM,In Person,4,"2,649",Hanover,MA,02339
2505940,Hatfield,2022 Dec 25 12:00:00 AM,In Person,2,431,Hatfield,MA,01038
2505970,Haverhill,2022 Dec 25 12:00:00 AM,In Person,16,"8,063",Haverhill,MA,01830
2506000,Hawlemont,2022 Dec 25 12:00:00 AM,In Person,1,143,Shelburne Falls,MA,01370
2506090,Hingham,2022 Dec 25 12:00:00 AM,In Person,6,"4,262",Hingham,MA,02043
2506270,Holyoke,2022 Dec 25 12:00:00 AM,In Person,12,"5,350",Holyoke,MA,01040
2506330,Hopkinton,2022 Dec 25 12:00:00 AM,In Person,6,"3,862",Hopkinton,MA,01748
2506420,Hull,2022 Dec 25 12:00:00 AM,In Person,3,854,Hull,MA,02045
2506480,Ipswich,2022 Dec 25 12:00:00 AM,In Person,4,"1,679",Ipswich,MA,01938
2506540,Kingston,2022 Dec 25 12:00:00 AM,In Person,2,"1,065",Kingston,MA,02364
2505220,Georgetown,2022 Dec 25 12:00:00 AM,In Person,4,"1,368",Georgetown,MA,01833
2505370,Grafton,2022 Dec 25 12:00:00 AM,In Person,6,"3,205",Grafton,MA,01519
2505400,Granby,2022 Dec 25 12:00:00 AM,In Person,2,753,Granby,MA,01033
2505470,Greater Lawrence Regional Vocational Technical,2022 Dec 25 12:00:00 AM,In Person,1,"1,591",Andover,MA,01810
2505480,Greater Lowell Regional Vocational Technical,2022 Dec 25 12:00:00 AM,In Person,1,"2,271",Tyngsborough,MA,01879
2505485,Greater Fall River Regional Vocational Technical,2022 Dec 25 12:00:00 AM,In Person,1,"1,433",Fall River,MA,02723
2505500,Groton-Dunstable,2022 Dec 25 12:00:00 AM,In Person,5,"2,353",Groton,MA,01450
2505610,Halifax,2022 Dec 25 12:00:00 AM,In Person,1,586,Kingston,MA,02364
2505730,Hampden-Wilbraham,2022 Dec 25 12:00:00 AM,In Person,6,"3,005",Wilbraham,MA,01095
2505760,Hancock,2022 Dec 25 12:00:00 AM,In Person,1,47,Hancock,MA,02137
2505790,Hanover,2022 Dec 25 12:00:00 AM,In Person,4,"2,649",Hanover,MA,02339
2505940,Hatfield,2022 Dec 25 12:00:00 AM,In Person,2,431,Hatfield,MA,01038
2505970,Haverhill,2022 Dec 25 12:00:00 AM,In Person,16,"8,063",Haverhill,MA,01830
2506000,Hawlemont,2022 Dec 25 12:00:00 AM,In Person,1,143,Shelburne Falls,MA,01370
2506090,Hingham,2022 Dec 25 12:00:00 AM,In Person,6,"4,262",Hingham,MA,02043
2506270,Holyoke,2022 Dec 25 12:00:00 AM,In Person,12,"5,350",Holyoke,MA,01040
2506330,Hopkinton,2022 Dec 25 12:00:00 AM,In Person,6,"3,862",Hopkinton,MA,01748
2506420,Hull,2022 Dec 25 12:00:00 AM,In Person,3,854,Hull,MA,02045
2511970,Walpole,2022 Dec 25 12:00:00 AM,In Person,8,"3,679",Walpole,MA,02081
2512000,Waltham,2022 Dec 25 12:00:00 AM,In Person,10,"5,738",Waltham,MA,02452
2600255,Advanced Technology Academy,2022 Dec 25 12:00:00 AM,In Person,1,"1,273",DEARBORN,MI,48126
2600264,State Street Academy,2022 Dec 25 12:00:00 AM,In Person,1,146,BAY CITY,MI,48706
2600269,Presque Isle Academy,2022 Dec 25 12:00:00 AM,In Person,1,27,Onaway,MI,49765
2600270,Creative Montessori Academy,2022 Dec 25 12:00:00 AM,In Person,1,800,SOUTHGATE,MI,48195
2600273,Arts Academy in the Woods,2022 Dec 25 12:00:00 AM,In Person,1,322,FRASER,MI,48026
2600274,Outlook Academy,2022 Dec 25 12:00:00 AM,In Person,2,49,Allegan,MI,49010
2600281,Merritt Academy,2022 Dec 25 12:00:00 AM,In Person,1,550,NEW HAVEN,MI,48048
2600285,Ojibwe Charter School,2022 Dec 25 12:00:00 AM,In Person,1,114,BRIMLEY,MI,49715
2600286,Richfield Public School Academy,2022 Dec 25 12:00:00 AM,In Person,2,648,FLINT,MI,48506
2600288,Three Oaks Public School Academy,2022 Dec 25 12:00:00 AM,In Person,1,368,MUSKEGON,MI,49442
2600291,Riverside Academy,2022 Dec 25 12:00:00 AM,In Person,3,962,Dearborn,MI,48126
2600295,Crescent Academy,2022 Dec 25 12:00:00 AM,In Person,3,895,SOUTHFIELD,MI,48076
2600301,Frontier International Academy,2022 Dec 25 12:00:00 AM,In Person,2,832,Detroit,MI,48212
2600305,Hanley International Academy,2022 Dec 25 12:00:00 AM,In Person,1,652,Hamtramck,MI,48212
2600306,Bridge Academy,2022 Dec 25 12:00:00 AM,In Person,3,874,HAMTRAMCK,MI,48212
2600308,Academy of Warren,2022 Dec 25 12:00:00 AM,In Person,1,705,WARREN,MI,48089
2600312,American Montessori Academy,2022 Dec 25 12:00:00 AM,In Person,2,465,LIVONIA,MI,48154
2600316,St. Clair County Intervention Academy,2022 Dec 25 12:00:00 AM,In Person,1,76,PORT HURON,MI,48060
2600317,Madison Academy,2022 Dec 25 12:00:00 AM,In Person,2,450,FLINT,MI,48507
2600322,Covenant House Academy Detroit,2022 Dec 25 12:00:00 AM,Hybrid,3,497,DETROIT,MI,48216
2604800,Bentley Community School District,2022 Dec 25 12:00:00 AM,In Person,4,832,BURTON,MI,48509
2604830,Benton Harbor Area Schools,2022 Dec 25 12:00:00 AM,In Person,6,"1,776",BENTON HARBOR,MI,49022
2604950,Benzie County Central Schools,2022 Dec 25 12:00:00 AM,In Person,6,"1,353",BENZONIA,MI,49616
2605010,Berkley School District,2022 Dec 25 12:00:00 AM,In Person,7,"4,282",OAK PARK,MI,48237
2605100,Berlin Township S/D #3,2022 Dec 25 12:00:00 AM,In Person,1,9,IONIA,MI,48846
2605430,Berrien Springs Public Schools,2022 Dec 25 12:00:00 AM,In Person,21,"3,767",BERRIEN SPRINGS,MI,49103
2605820,Birch Run Area Schools,2022 Dec 25 12:00:00 AM,In Person,4,"1,879",BIRCH RUN,MI,48415
2605850,Birmingham Public Schools,2022 Dec 25 12:00:00 AM,In Person,13,"8,005",Beverly Hills,MI,48025
2606000,Blissfield Community Schools,2022 Dec 25 12:00:00 AM,In Person,3,"1,208",BLISSFIELD,MI,49228
2606090,Bloomfield Hills Schools,2022 Dec 25 12:00:00 AM,In Person,11,"5,514",Bloomfield Hills,MI,48301
2606270,Bloomingdale Public School District,2022 Dec 25 12:00:00 AM,In Person,3,"1,177",BLOOMINGDALE,MI,49026
2606510,Boyne Falls Public School District,2022 Dec 25 12:00:00 AM,In Person,1,205,BOYNE FALLS,MI,49713
2606570,Brandon School District in the Counties of Oakland and Lapee,2022 Dec 25 12:00:00 AM,In Person,5,"2,287",ORTONVILLE,MI,48462
2606600,Brandywine Community Schools,2022 Dec 25 12:00:00 AM,In Person,5,"1,349",NILES,MI,49120
2606630,Breckenridge Community Schools,2022 Dec 25 12:00:00 AM,In Person,2,624,BRECKENRIDGE,MI,48615
2606720,Breitung Township School District,2022 Dec 25 12:00:00 AM,In Person,3,"1,910",KINGSFORD,MI,49802
2606780,Bridgeport-Spaulding Community School District,2022 Dec 25 12:00:00 AM,In Person,4,"1,512",Bridgeport,MI,48722
2606870,Brighton Area Schools,2022 Dec 25 12:00:00 AM,In Person,9,"5,973",BRIGHTON,MI,48116
2606960,Bronson Community School District,2022 Dec 25 12:00:00 AM,In Person,3,"1,074",Bronson,MI,49028
2606990,Columbia School District,2022 Dec 25 12:00:00 AM,In Person,4,"1,513",BROOKLYN,MI,49230
2614520,Flint School District of the City of,2022 Dec 25 12:00:00 AM,In Person,13,"3,748",FLINT,MI,48503
2614550,Flushing Community Schools,2022 Dec 25 12:00:00 AM,In Person,8,"4,222",FLUSHING,MI,48433
2614570,Forest Area Community Schools,2022 Dec 25 12:00:00 AM,In Person,3,506,FIFE LAKE,MI,49633
2614610,Forest Hills Public Schools,2022 Dec 25 12:00:00 AM,In Person,18,"9,726",GRAND RAPIDS,MI,49546
2614700,Fowler Public Schools,2022 Dec 25 12:00:00 AM,In Person,2,466,FOWLER,MI,48835
2614730,Fowlerville Community Schools,2022 Dec 25 12:00:00 AM,In Person,5,"2,718",FOWLERVILLE,MI,48836
2614760,Frankenmuth School District,2022 Dec 25 12:00:00 AM,In Person,3,"1,364",FRANKENMUTH,MI,48734
2614790,Frankfort-Elberta Area Schools,2022 Dec 25 12:00:00 AM,In Person,2,472,FRANKFORT,MI,49635
2614820,Fraser Public Schools,2022 Dec 25 12:00:00 AM,In Person,9,"4,851",FRASER,MI,48026
2615060,Freeland Community School District,2022 Dec 25 12:00:00 AM,In Person,3,"2,015",FREELAND,MI,48623
2615390,Fruitport Community Schools,2022 Dec 25 12:00:00 AM,In Person,7,"2,667",FRUITPORT,MI,49415
2615510,Glenn Public School District,2022 Dec 25 12:00:00 AM,In Person,1,39,GLENN,MI,49416
2615540,Garden City Public Schools,2022 Dec 25 12:00:00 AM,In Person,8,"3,595",GARDEN CITY,MI,48135
2615600,Engadine Consolidated Schools,2022 Dec 25 12:00:00 AM,In Person,2,344,ENGADINE,MI,49827
2615730,Gaylord Community Schools,2022 Dec 25 12:00:00 AM,In Person,5,"2,975",GAYLORD,MI,49735
2615830,Roscommon Area Public Schools,2022 Dec 25 12:00:00 AM,In Person,3,869,ROSCOMMON,MI,48653
2615870,Gibraltar School District,2022 Dec 25 12:00:00 AM,In Person,7,"3,656",WOODHAVEN,MI,48183
2615970,Gladstone Area Schools,2022 Dec 25 12:00:00 AM,In Person,4,"1,548",GLADSTONE,MI,49837
2615990,Gladwin Community Schools,2022 Dec 25 12:00:00 AM,In Person,5,"1,613",GLADWIN,MI,48624
2616020,Glen Lake Community Schools,2022 Dec 25 12:00:00 AM,In Person,1,669,MAPLE CITY,MI,49664
2622320,Madison School District (Lenawee),2022 Dec 25 12:00:00 AM,In Person,3,"1,637",ADRIAN,MI,49221
2622380,Manchester Community Schools,2022 Dec 25 12:00:00 AM,In Person,3,871,MANCHESTER,MI,48158
2622470,Manistique Area Schools,2022 Dec 25 12:00:00 AM,In Person,3,773,MANISTIQUE,MI,49854
2622500,Manton Consolidated Schools,2022 Dec 25 12:00:00 AM,In Person,3,955,MANTON,MI,49663
2622620,Maple Valley Schools,2022 Dec 25 12:00:00 AM,In Person,4,970,VERMONTVILLE,MI,49096
2622740,Marcellus Community Schools,2022 Dec 25 12:00:00 AM,In Person,3,696,MARCELLUS,MI,49067
2622800,Marion Public Schools,2022 Dec 25 12:00:00 AM,In Person,2,409,MARION,MI,49665
2622860,Marlette Community Schools,2022 Dec 25 12:00:00 AM,In Person,2,785,MARLETTE,MI,48453
2622970,Marshall Public Schools,2022 Dec 25 12:00:00 AM,In Person,8,"2,797",MARSHALL,MI,49068
2622980,Martin Public Schools,2022 Dec 25 12:00:00 AM,In Person,2,591,MARTIN,MI,49070
2623040,Marysville Public Schools,2022 Dec 25 12:00:00 AM,In Person,5,"2,837",MARYSVILLE,MI,48040
2623070,Mason Public Schools (Ingham),2022 Dec 25 12:00:00 AM,In Person,6,"3,251",MASON,MI,48854
2623100,Mason Consolidated Schools (Monroe),2022 Dec 25 12:00:00 AM,In Person,4,"1,049",ERIE,MI,48133
2623130,Mason County Central Schools,2022 Dec 25 12:00:00 AM,In Person,5,"1,351",SCOTTVILLE,MI,49454
2623250,Mattawan Consolidated School,2022 Dec 25 12:00:00 AM,In Person,4,"3,786",MATTAWAN,MI,49071
2623310,McBain Rural Agricultural Schools,2022 Dec 25 12:00:00 AM,In Person,3,"1,065",MC BAIN,MI,49657
2623460,Melvindale-North Allen Park Schools,2022 Dec 25 12:00:00 AM,In Person,4,"3,061",MELVINDALE,MI,48122
2623490,Memphis Community Schools,2022 Dec 25 12:00:00 AM,In Person,2,821,MEMPHIS,MI,48041
2623550,Menominee Area Public Schools,2022 Dec 25 12:00:00 AM,In Person,4,"1,261",MENOMINEE,MI,49858
2623580,Meridian Public Schools,2022 Dec 25 12:00:00 AM,In Person,3,"1,343",SANFORD,MI,48657
2630660,Saline Area Schools,2022 Dec 25 12:00:00 AM,In Person,8,"5,190",SALINE,MI,48176
2630780,Sand Creek Community Schools,2022 Dec 25 12:00:00 AM,In Person,2,832,SAND CREEK,MI,49279
2630930,Saranac Community Schools,2022 Dec 25 12:00:00 AM,In Person,2,910,SARANAC,MI,48881
2630960,Saugatuck Public Schools,2022 Dec 25 12:00:00 AM,In Person,3,807,DOUGLAS,MI,49406
2630990,Sault Ste. Marie Area Schools,2022 Dec 25 12:00:00 AM,In Person,6,"1,968",SAULT SAINTE MARIE,MI,49783
2631020,Schoolcraft Community Schools,2022 Dec 25 12:00:00 AM,In Person,3,"1,068",Schoolcraft,MI,49087
2631320,Shelby Public Schools,2022 Dec 25 12:00:00 AM,In Person,4,"1,246",SHELBY,MI,49455
2631380,Shepherd Public Schools,2022 Dec 25 12:00:00 AM,In Person,5,"1,764",SHEPHERD,MI,48883
2632070,Sodus Township S/D #5,2022 Dec 25 12:00:00 AM,In Person,1,81,SODUS,MI,49126
2632250,South Lyon Community Schools,2022 Dec 25 12:00:00 AM,In Person,13,"8,820",SOUTH LYON,MI,48178
2632280,South Redford School District,2022 Dec 25 12:00:00 AM,In Person,7,"3,118",REDFORD,MI,48239
2632300,South Haven Public Schools,2022 Dec 25 12:00:00 AM,In Person,6,"1,905",SOUTH HAVEN,MI,49090
2632310,Southfield Public School District,2022 Dec 25 12:00:00 AM,In Person,14,"5,579",SOUTHFIELD,MI,48033
2632340,Southgate Community School District,2022 Dec 25 12:00:00 AM,In Person,8,"3,451",SOUTHGATE,MI,48195
2632370,Sparta Area Schools,2022 Dec 25 12:00:00 AM,In Person,4,"2,474",SPARTA,MI,49345
2632550,Spring Lake Public Schools,2022 Dec 25 12:00:00 AM,In Person,6,"2,474",SPRING LAKE,MI,49456
2632610,Springport Public Schools,2022 Dec 25 12:00:00 AM,In Person,3,"1,016",SPRINGPORT,MI,49284
2632640,St. Charles Community Schools,2022 Dec 25 12:00:00 AM,In Person,3,887,SAINT CHARLES,MI,48655
2632670,Lake Shore Public Schools (Macomb),2022 Dec 25 12:00:00 AM,In Person,6,"3,467",SAINT CLAIR SHORES,MI,48081
